cusip,options,issuer,description,status
867224 10 7,*,SUNCOR ENERGY INC NEW,COM,
867224 90 7,,SUNCOR ENERGY INC NEW,CALL,
867224 95 7,,SUNCOR ENERGY INC NEW,PUT,
867328 50 2,,SUNESIS PHARMACEUTICALS INC,COM,
86737U 10 2,,SUNLINK HEALTH SYSTEMS INC,COM,
8676EP 10 8,*,SUNOPTA INC,COM,
8676EP 90 8,,SUNOPTA INC,CALL,
8676EP 95 8,,SUNOPTA INC,PUT,
86764L 10 8,*,SUNOCO LOGISTICS PRTNRS L P,COM UNITS,
86764L 90 8,,SUNOCO LOGISTICS PRTNRS L P,CALL,
86764L 95 8,,SUNOCO LOGISTICS PRTNRS L P,PUT,
86764P 10 9,*,SUNOCO INC,COM,
86764P 90 9,,SUNOCO INC,CALL,
86764P 95 9,,SUNOCO INC,PUT,
867652 AA 7,,SUNPOWER CORP,DBCV  1.250% 2/1,
867652 AB 5,,SUNPOWER CORP,DBCV  0.750% 8/0,
867652 AC 3,,SUNPOWER CORP,DBCV  4.750% 4/1,
867652 10 9,*,SUNPOWER CORP,COM CL A,
867652 90 9,,SUNPOWER CORP,CALL,
867652 95 9,,SUNPOWER CORP,PUT,
867652 30 7,*,SUNPOWER CORP,COM CL B,
867652 90 7,,SUNPOWER CORP,CALL,
867652 95 7,,SUNPOWER CORP,PUT,
86768K 10 6,*,SUNRISE SENIOR LIVING INC,COM,
86768K 90 6,,SUNRISE SENIOR LIVING INC,CALL,
86768K 95 6,,SUNRISE SENIOR LIVING INC,PUT,
867892 10 1,*,SUNSTONE HOTEL INVS INC NEW,COM,
867892 90 1,,SUNSTONE HOTEL INVS INC NEW,CALL,
867892 95 1,,SUNSTONE HOTEL INVS INC NEW,PUT,
867914 10 3,*,SUNTRUST BKS INC,COM,
867914 90 3,,SUNTRUST BKS INC,CALL,
867914 95 3,,SUNTRUST BKS INC,PUT,
867931 30 5,*,SUPERCONDUCTOR TECHNOLOGIES,COM NEW,
867931 90 5,,SUPERCONDUCTOR TECHNOLOGIES,CALL,
867931 95 5,,SUPERCONDUCTOR TECHNOLOGIES,PUT,
86800C AC 8,,SUNTECH PWR HLDGS CO LTD,NOTE  0.250% 2/1,
86800C AE 4,,SUNTECH PWR HLDGS CO LTD,NOTE  3.000% 3/1,
86800C 10 4,*,SUNTECH PWR HLDGS CO LTD,ADR,
86800C 90 4,,SUNTECH PWR HLDGS CO LTD,CALL,
86800C 95 4,,SUNTECH PWR HLDGS CO LTD,PUT,
86800U 10 4,*,SUPER MICRO COMPUTER INC,COM,
86800U 90 4,,SUPER MICRO COMPUTER INC,CALL,
86800U 95 4,,SUPER MICRO COMPUTER INC,PUT,
868059 10 6,*,SUPERGEN INC,COM,
868059 90 6,,SUPERGEN INC,CALL,
868059 95 6,,SUPERGEN INC,PUT,
86806M 20 5,,SUPERIOR BANCORP,COM NEW,
868157 10 8,*,SUPERIOR ENERGY SVCS INC,COM,
868157 90 8,,SUPERIOR ENERGY SVCS INC,CALL,
868157 95 8,,SUPERIOR ENERGY SVCS INC,PUT,
868168 10 5,*,SUPERIOR INDS INTL INC,COM,
868168 90 5,,SUPERIOR INDS INTL INC,CALL,
868168 95 5,,SUPERIOR INDS INTL INC,PUT,
868358 10 2,,SUPERIOR UNIFORM GP INC,COM,
86837X 10 5,*,SUPERIOR WELL SVCS INC,COM,
86837X 90 5,,SUPERIOR WELL SVCS INC,CALL,
86837X 95 5,,SUPERIOR WELL SVCS INC,PUT,
868447 10 3,,SUPERMEDIA INC,COM,ADDED
868526 10 4,,SUPERTEL HOSPITALITY INC MD,COM,
868526 20 3,,SUPERTEL HOSPITALITY INC MD,PFD CONV SER A,
868532 10 2,*,SUPERTEX INC,COM,
868532 90 2,,SUPERTEX INC,CALL,
868532 95 2,,SUPERTEX INC,PUT,
868536 AP 8,,SUPERVALU INC,NOTE11/0,
868536 10 3,*,SUPERVALU INC,COM,
868536 90 3,,SUPERVALU INC,CALL,
868536 95 3,,SUPERVALU INC,PUT,
86858W 10 1,,SUPPORT COM INC,COM,
868607 10 2,,SUPREME INDS INC,CL A,
868733 10 6,,SUREWEST COMMUNICATIONS,COM,
868873 10 0,*,SURMODICS INC,COM,
868873 90 0,,SURMODICS INC,CALL,
868873 95 0,,SURMODICS INC,PUT,
869099 10 1,*,SUSQUEHANNA BANCSHARES INC P,COM,
869099 90 1,,SUSQUEHANNA BANCSHARES INC P,CALL,
869099 95 1,,SUSQUEHANNA BANCSHARES INC P,PUT,
869233 10 6,,SUSSER HLDGS CORP,COM,
869245 10 0,,SUSSEX BANCORP,COM,
869362 10 3,*,SUTOR TECH GROUP LTD,COM,
869362 90 3,,SUTOR TECH GROUP LTD,CALL,
869362 95 3,,SUTOR TECH GROUP LTD,PUT,
869380 10 5,,SUTRON CORP,COM,
870297 19 9,,SWEDISH EXPT CR CORP,MLCX BIO ETN23,
870297 21 5,,SWEDISH EXPT CR CORP,MLCX GRN ETN23,
870297 30 6,,SWEDISH EXPT CR CORP,RG ENRGY ETN22,
870297 40 5,,SWEDISH EXPT CR CORP,RG METAL ETN22,
870297 50 4,,SWEDISH EXPT CR CORP,ELEMENT USETN22,
870297 60 3,,SWEDISH EXPT CR CORP,ROG AGRI ETN22,
870297 80 1,,SWEDISH EXPT CR CORP,ROG TTL ETN 22,
870738 10 1,*,SWIFT ENERGY CO,COM,
870738 90 1,,SWIFT ENERGY CO,CALL,
870738 95 1,,SWIFT ENERGY CO,PUT,
870875 10 1,,SWISS HELVETIA FD INC,COM,
871043 10 5,*,SWITCH & DATA FACILITIES COM,COM,
871043 90 5,,SWITCH & DATA FACILITIES COM,CALL,
871043 95 5,,SWITCH & DATA FACILITIES COM,PUT,
871130 AB 6,,SYBASE INC,NOTE  1.750% 2/2,DELETED
871130 10 0,*,SYBASE INC,COM,
871130 90 0,,SYBASE INC,CALL,
871130 95 0,,SYBASE INC,PUT,
871206 10 8,*,SYCAMORE NETWORKS INC,COM,DELETED
871206 90 8,,SYCAMORE NETWORKS INC,CALL,DELETED
871206 95 8,,SYCAMORE NETWORKS INC,PUT,DELETED
871206 40 5,,SYCAMORE NETWORKS INC,COM NEW,ADDED
871237 10 3,*,SYKES ENTERPRISES INC,COM,
871237 90 3,,SYKES ENTERPRISES INC,CALL,
871237 95 3,,SYKES ENTERPRISES INC,PUT,
871503 AD 0,,SYMANTEC CORP,NOTE  0.750% 6/1,
871503 AF 5,,SYMANTEC CORP,NOTE  1.000% 6/1,
871503 10 8,*,SYMANTEC CORP,COM,
871503 90 8,,SYMANTEC CORP,CALL,
871503 95 8,,SYMANTEC CORP,PUT,
87151Q 10 6,,SYMETRA FINL CORP,COM,ADDED
871543 AB 0,,SYMMETRICOM INC,NOTE  3.250% 6/1,
871543 10 4,*,SYMMETRICOM INC,COM,
871543 90 4,,SYMMETRICOM INC,CALL,
871543 95 4,,SYMMETRICOM INC,PUT,
871546 20 6,*,SYMMETRY MED INC,COM,
871546 90 6,,SYMMETRY MED INC,CALL,
871546 95 6,,SYMMETRY MED INC,PUT,
87155S 10 8,*,SYMYX TECHNOLOGIES,COM,
87155S 90 8,,SYMYX TECHNOLOGIES,CALL,
87155S 95 8,,SYMYX TECHNOLOGIES,PUT,
871551 10 7,,SYMS CORP,COM,
871565 10 7,,SYNALLOY CP DEL,COM,
87157B 10 3,*,SYNCHRONOSS TECHNOLOGIES INC,COM,
87157B 90 3,,SYNCHRONOSS TECHNOLOGIES INC,CALL,
87157B 95 3,,SYNCHRONOSS TECHNOLOGIES INC,PUT,
87157D AB 5,,SYNAPTICS INC,NOTE  0.750%12/0,DELETED
87157D 10 9,*,SYNAPTICS INC,COM,
87157D 90 9,,SYNAPTICS INC,CALL,
87157D 95 9,,SYNAPTICS INC,PUT,
87160A 10 0,*,SYNGENTA AG,SPONSORED ADR,
87160A 90 0,,SYNGENTA AG,CALL,
87160A 95 0,,SYNGENTA AG,PUT,
87160G 10 7,,SYNERGETICS USA INC,COM,
871607 10 7,*,SYNOPSYS INC,COM,
871607 90 7,,SYNOPSYS INC,CALL,
871607 95 7,,SYNOPSYS INC,PUT,
87161C 10 5,*,SYNOVUS FINL CORP,COM,
87161C 90 5,,SYNOVUS FINL CORP,CALL,
87161C 95 5,,SYNOVUS FINL CORP,PUT,
87162G 10 5,*,SYNOVIS LIFE TECHNOLOGIES IN,COM,
87162G 90 5,,SYNOVIS LIFE TECHNOLOGIES IN,CALL,
87162G 95 5,,SYNOVIS LIFE TECHNOLOGIES IN,PUT,
87162H 10 3,*,SYNTEL INC,COM,
87162H 90 3,,SYNTEL INC,CALL,
87162H 95 3,,SYNTEL INC,PUT,
87162T 20 6,*,SYNTA PHARMACEUTICALS CORP,COM,
87162T 90 6,,SYNTA PHARMACEUTICALS CORP,CALL,
87162T 95 6,,SYNTA PHARMACEUTICALS CORP,PUT,
87162W 10 0,*,SYNNEX CORP,COM,
87162W 90 0,,SYNNEX CORP,CALL,
87162W 95 0,,SYNNEX CORP,PUT,
871628 10 3,,SYNTHESIS ENERGY SYS INC,COM,
87163F 10 6,*,SYNIVERSE HLDGS INC,COM,
87163F 90 6,,SYNIVERSE HLDGS INC,CALL,
87163F 95 6,,SYNIVERSE HLDGS INC,PUT,
871630 10 9,*,SYNTROLEUM CORP,COM,
871630 90 9,,SYNTROLEUM CORP,CALL,
871630 95 9,,SYNTROLEUM CORP,PUT,
87164C 10 2,,SYNUTRA INTL INC,COM,
871655 10 6,,SYPRIS SOLUTIONS INC,COM,
871829 10 7,*,SYSCO CORP,COM,
871829 90 7,,SYSCO CORP,CALL,
871829 95 7,,SYSCO CORP,PUT,
871851 10 1,*,SYSTEMAX INC,COM,
871851 90 1,,SYSTEMAX INC,CALL,
871851 95 1,,SYSTEMAX INC,PUT,
872275 10 2,*,TCF FINL CORP,COM,
872275 90 2,,TCF FINL CORP,CALL,
872275 95 2,,TCF FINL CORP,PUT,
872275 12 8,,TCF FINL CORP,*W EXP 11/14/201,ADDED
87233Q 10 8,*,TC PIPELINES LP,UT COM LTD PRT,
87233Q 90 8,,TC PIPELINES LP,CALL,
87233Q 95 8,,TC PIPELINES LP,PUT,
872340 10 4,,TCW STRATEGIC INCOME FUND IN,COM,
87236Y 10 8,*,TD AMERITRADE HLDG CORP,COM,
87236Y 90 8,,TD AMERITRADE HLDG CORP,CALL,
87236Y 95 8,,TD AMERITRADE HLDG CORP,PUT,
872375 10 0,*,TECO ENERGY INC,COM,
872375 90 0,,TECO ENERGY INC,CALL,
872375 95 0,,TECO ENERGY INC,PUT,
87238A 10 8,,TDX INDEPENDENCE FUNDS INC,TDX IND2010 ETF,
87238A 20 7,,TDX INDEPENDENCE FUNDS INC,TDX IND2020 ETF,
87238A 30 6,,TDX INDEPENDENCE FUNDS INC,TDX IND2030 ETF,
87238A 40 5,,TDX INDEPENDENCE FUNDS INC,TDX IND2040 ETF,
87238A 50 4,,TDX INDEPENDENCE FUNDS INC,TDX TARGET ETF,
872382 10 6,,TEL OFFSHORE TR,UNIT BEN INT,
872386 10 7,,TESSCO TECHNOLOGIES INC,COM,
872391 10 7,,TF FINL CORP,COM,
87240R 10 7,*,TFS FINL CORP,COM,
87240R 90 7,,TFS FINL CORP,CALL,
87240R 95 7,,TFS FINL CORP,PUT,
872417 30 8,,TGC INDS INC,COM NEW,
87244T 10 9,*,TICC CAPITAL CORP,COM,
87244T 90 9,,TICC CAPITAL CORP,CALL,
87244T 95 9,,TICC CAPITAL CORP,PUT,
872443 40 3,*,THQ INC,COM NEW,
872443 90 3,,THQ INC,CALL,
872443 95 3,,THQ INC,PUT,
872449 10 3,,TIB FINL CORP,COM,
872479 20 9,,TII NETWORK TECHNOLOGIES INC,COM NEW,
872540 AL 3,,TJX COS INC NEW,NOTE2/1,DELETED
872540 10 9,*,TJX COS INC NEW,COM,
872540 90 9,,TJX COS INC NEW,CALL,
872540 95 9,,TJX COS INC NEW,PUT,
872549 10 0,*,TLC VISION CORP,COM,DELETED
872549 90 0,,TLC VISION CORP,CALL,DELETED
872549 95 0,,TLC VISION CORP,PUT,DELETED
872625 10 8,*,TRC COS INC,COM,
872625 90 8,,TRC COS INC,CALL,
872625 95 8,,TRC COS INC,PUT,
87264S 10 6,*,TRW AUTOMOTIVE HLDGS CORP,COM,
87264S 90 6,,TRW AUTOMOTIVE HLDGS CORP,CALL,
87264S 95 6,,TRW AUTOMOTIVE HLDGS CORP,PUT,
87280R 10 8,,TS&W CLAYMORE TAX ADVNTG BL,COM,
872885 10 8,,TSR INC,COM,
872960 10 9,*,TNS INC,COM,
872960 90 9,,TNS INC,CALL,
872960 95 9,,TNS INC,PUT,
87305R AC 3,,TTM TECHNOLOGIES  INC,NOTE  3.250% 5/1,
87305R 10 9,*,TTM TECHNOLOGIES  INC,COM,
87305R 90 9,,TTM TECHNOLOGIES  INC,CALL,
87305R 95 9,,TTM TECHNOLOGIES  INC,PUT,
87306E 10 7,*,T-3 ENERGY SRVCS INC,COM,
87306E 90 7,,T-3 ENERGY SRVCS INC,CALL,
87306E 95 7,,T-3 ENERGY SRVCS INC,PUT,
87311L 10 4,*,TW TELECOM INC,COM,
87311L 90 4,,TW TELECOM INC,CALL,
87311L 95 4,,TW TELECOM INC,PUT,
87311V 20 1,,TXF FDS INC,LARGE COS ETF,
874028 10 3,,TAITRON COMPONENTS INC,CL A,
874036 10 6,,TAIWAN FD INC,COM,
874037 10 4,,TAIWAN GREATER CHINA FD,SH BEN INT,
874039 10 0,*,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADR,
874039 90 0,,TAIWAN SEMICONDUCTOR MFG LTD,CALL,
874039 95 0,,TAIWAN SEMICONDUCTOR MFG LTD,PUT,
874054 AA 7,,TAKE-TWO INTERACTIVE SOFTWAR,NOTE  4.375% 6/0,
874054 10 9,*,TAKE-TWO INTERACTIVE SOFTWAR,COM,
874054 90 9,,TAKE-TWO INTERACTIVE SOFTWAR,CALL,
874054 95 9,,TAKE-TWO INTERACTIVE SOFTWAR,PUT,
874083 10 8,,TAL INTL GROUP INC,COM,
874161 10 2,*,TALBOTS INC,COM,
874161 90 2,,TALBOTS INC,CALL,
874161 95 2,,TALBOTS INC,PUT,
874227 10 1,*,TALECRIS BIOTHERAPEUTICS HLD,COM,
874227 90 1,,TALECRIS BIOTHERAPEUTICS HLD,CALL,
874227 95 1,,TALECRIS BIOTHERAPEUTICS HLD,PUT,
87424N 10 4,*,TALEO CORP,CL A,
87424N 90 4,,TALEO CORP,CALL,
87424N 95 4,,TALEO CORP,PUT,
87425E 10 3,*,TALISMAN ENERGY INC,COM,
87425E 90 3,,TALISMAN ENERGY INC,CALL,
87425E 95 3,,TALISMAN ENERGY INC,PUT,
87484D 10 3,*,TAM SA,SP ADR REP PFD,
87484D 90 3,,TAM SA,CALL,
87484D 95 3,,TAM SA,PUT,
87485H 10 3,,TAMALPAIS BANCORP,COM,
875378 10 1,,TANDY BRANDS ACCESSORIES INC,COM,
87538X 10 5,,TANDY LEATHER FACTORY INC,COM,
875465 10 6,*,TANGER FACTORY OUTLET CTRS I,COM,
875465 90 6,,TANGER FACTORY OUTLET CTRS I,CALL,
875465 95 6,,TANGER FACTORY OUTLET CTRS I,PUT,
875484 AE 7,,TANGER PPTYS LTD PARTNERSHIP,NOTE  3.750% 8/1,DELETED
87600U 10 4,*,TANZANIAN ROYALTY EXPL CORP,COM,
87600U 90 4,,TANZANIAN ROYALTY EXPL CORP,CALL,
87600U 95 4,,TANZANIAN ROYALTY EXPL CORP,PUT,
87611R 30 6,*,TARGACEPT INC,COM,
87611R 90 6,,TARGACEPT INC,CALL,
87611R 95 6,,TARGACEPT INC,PUT,
87611X 10 5,*,TARGA RESOURCES PARTNERS LP,COM UNIT,
87611X 90 5,,TARGA RESOURCES PARTNERS LP,CALL,
87611X 95 5,,TARGA RESOURCES PARTNERS LP,PUT,
87612E 10 6,*,TARGET CORP,COM,
87612E 90 6,,TARGET CORP,CALL,
87612E 95 6,,TARGET CORP,PUT,
87612M 30 6,*,TARGETED GENETICS CORP,COM NEW,DELETED
87612M 90 6,,TARGETED GENETICS CORP,CALL,DELETED
87612M 95 6,,TARGETED GENETICS CORP,PUT,DELETED
87651B 10 4,*,TASER INTL INC,COM,
87651B 90 4,,TASER INTL INC,CALL,
87651B 95 4,,TASER INTL INC,PUT,
876511 10 6,*,TASEKO MINES LTD,COM,
876511 90 6,,TASEKO MINES LTD,CALL,
876511 95 6,,TASEKO MINES LTD,PUT,
876553 30 6,,TASTY BAKING CO,COM,
876564 10 5,*,TATA COMMUNICATIONS LTD,SPONS ADR,
876564 90 5,,TATA COMMUNICATIONS LTD,CALL,
876564 95 5,,TATA COMMUNICATIONS LTD,PUT,
876568 50 2,*,TATA MTRS LTD,SPONSORED ADR,
876568 90 2,,TATA MTRS LTD,CALL,
876568 95 2,,TATA MTRS LTD,PUT,
876664 10 3,*,TAUBMAN CTRS INC,COM,
876664 90 3,,TAUBMAN CTRS INC,CALL,
876664 95 3,,TAUBMAN CTRS INC,PUT,
876851 10 6,,TAYLOR CAP GROUP INC,COM,
877163 10 5,,TAYLOR DEVICES INC,COM,
87815U 30 3,,TEAMSTAFF INC,COM PAR $.001,
878155 10 0,*,TEAM INC,COM,
878155 90 0,,TEAM INC,CALL,
878155 95 0,,TEAM INC,PUT,
87817A 10 7,,TEAM HEALTH HOLDINGS INC,COM,ADDED
878237 AE 6,,TECH DATA CORP,DBCV  2.750%12/1,
878237 10 6,*,TECH DATA CORP,COM,
878237 90 6,,TECH DATA CORP,CALL,
878237 95 6,,TECH DATA CORP,PUT,
878293 10 9,,TECH OPS SEVCON INC,COM,
878311 10 9,,TECHTEAM GLOBAL INC,COM,
878330 10 9,,TECHE HLDG CO,COM,
878377 10 0,*,TECHNE CORP,COM,
878377 90 0,,TECHNE CORP,CALL,
878377 95 0,,TECHNE CORP,PUT,
878520 10 5,,TECHNICOLOR,SPONSORED ADR,ADDED
878555 10 1,*,TECHNITROL INC,COM,
878555 90 1,,TECHNITROL INC,CALL,
878555 95 1,,TECHNITROL INC,PUT,
878727 30 4,,TECHNOLOGY RESH CORP,COM NEW,
87874D 10 1,*,TECHWELL INC,COM,
87874D 90 1,,TECHWELL INC,CALL,
87874D 95 1,,TECHWELL INC,PUT,
87874R 10 0,,TECHTARGET INC,COM,
878742 20 4,*,TECK RESOURCES LTD,CL B,
878742 90 4,,TECK RESOURCES LTD,CALL,
878742 95 4,,TECK RESOURCES LTD,PUT,
878895 10 1,*,TECUMSEH PRODS CO,CL B,
878895 90 1,,TECUMSEH PRODS CO,CALL,
878895 95 1,,TECUMSEH PRODS CO,PUT,
878895 20 0,*,TECUMSEH PRODS CO,CL A,
878895 90 0,,TECUMSEH PRODS CO,CALL,
878895 95 0,,TECUMSEH PRODS CO,PUT,
879008 20 9,,TEGAL CORP,COM NEW,
879080 10 9,,TEJON RANCH CO DEL,COM,
879101 10 3,*,TEKELEC,COM,
879101 90 3,,TEKELEC,CALL,
879101 95 3,,TEKELEC,PUT,
879165 20 7,,TEL INSTR ELECTRS CORP,COM NEW,
879246 10 6,*,TELE NORTE LESTE PART S A,SPON ADR PFD,
879246 90 6,,TELE NORTE LESTE PART S A,CALL,
879246 95 6,,TELE NORTE LESTE PART S A,PUT,
87927P 20 0,*,TELECOM HLDRS TR,DEPOSITRY RCPT,
87927P 90 0,,TELECOM HLDRS TR,CALL,
87927P 95 0,,TELECOM HLDRS TR,PUT,
87927Y 10 2,*,TELECOM ITALIA S P A NEW,SPON ADR ORD,
87927Y 90 2,,TELECOM ITALIA S P A NEW,CALL,
87927Y 95 2,,TELECOM ITALIA S P A NEW,PUT,
87927Y 20 1,,TELECOM ITALIA S P A NEW,SPON ADR SVGS,
879273 20 9,*,TELECOM ARGENTINA S A,SPON ADR REP B,
879273 90 9,,TELECOM ARGENTINA S A,CALL,
879273 95 9,,TELECOM ARGENTINA S A,PUT,
879278 20 8,*,TELECOM CORP NEW ZEALAND LTD,SPONSORED ADR,
879278 90 8,,TELECOM CORP NEW ZEALAND LTD,CALL,
879278 95 8,,TELECOM CORP NEW ZEALAND LTD,PUT,
879287 30 8,*,TELECOMUNICACOES BRASILEIRAS,SPONSORED ADR,
879287 90 8,,TELECOMUNICACOES BRASILEIRAS,CALL,
879287 95 8,,TELECOMUNICACOES BRASILEIRAS,PUT,
87929A 10 2,,TELECOMUNICACOES DE SAO PAUL,SPON ADR PFD,
87929J 10 3,*,TELECOMMUNICATION SYS INC,CL A,
87929J 90 3,,TELECOMMUNICATION SYS INC,CALL,
87929J 95 3,,TELECOMMUNICATION SYS INC,PUT,
879360 10 5,*,TELEDYNE TECHNOLOGIES INC,COM,
879360 90 5,,TELEDYNE TECHNOLOGIES INC,CALL,
879360 95 5,,TELEDYNE TECHNOLOGIES INC,PUT,
879369 10 6,*,TELEFLEX INC,COM,
879369 90 6,,TELEFLEX INC,CALL,
879369 95 6,,TELEFLEX INC,PUT,
879378 40 4,*,TELEFONICA DE ARGENTINA S A,SPONSORED ADR,DELETED
879378 90 4,,TELEFONICA DE ARGENTINA S A,CALL,DELETED
879378 95 4,,TELEFONICA DE ARGENTINA S A,PUT,DELETED
879382 20 8,*,TELEFONICA S A,SPONSORED ADR,
879382 90 8,,TELEFONICA S A,CALL,
879382 95 8,,TELEFONICA S A,PUT,
879403 70 7,,TELEFONOS DE MEXICO S A B,SPON ADR A SHS,
879403 78 0,*,TELEFONOS DE MEXICO S A B,SPON ADR ORD L,
879403 90 0,,TELEFONOS DE MEXICO S A B,CALL,
879403 95 0,,TELEFONOS DE MEXICO S A B,PUT,
879433 10 0,*,TELEPHONE & DATA SYS INC,COM,
879433 90 0,,TELEPHONE & DATA SYS INC,CALL,
879433 95 0,,TELEPHONE & DATA SYS INC,PUT,
879433 86 0,,TELEPHONE & DATA SYS INC,SPL COM,
87953J 10 2,,TELESTONE TECHNOLOGIES CORP,COM,
87959M 10 9,*,TELIK INC,COM,
87959M 90 9,,TELIK INC,CALL,
87959M 95 9,,TELIK INC,PUT,
879664 10 0,*,TELLABS INC,COM,
879664 90 0,,TELLABS INC,CALL,
879664 95 0,,TELLABS INC,PUT,
879690 10 5,*,TELMEX INTERNACIONAL SAB DE,SPONS ADR SR L,
879690 90 5,,TELMEX INTERNACIONAL SAB DE,CALL,
879690 95 5,,TELMEX INTERNACIONAL SAB DE,PUT,
879690 20 4,,TELMEX INTERNACIONAL SAB DE,SPON ADR SR A,
87970T 20 8,*,TELULAR CORP,COM NEW,
87970T 90 8,,TELULAR CORP,CALL,
87970T 95 8,,TELULAR CORP,PUT,
87971M 20 2,*,TELUS CORP,NON-VTG SHS,
87971M 90 2,,TELUS CORP,CALL,
87971M 95 2,,TELUS CORP,PUT,
879868 10 7,*,TEMPLE INLAND INC,COM,
879868 90 7,,TEMPLE INLAND INC,CALL,
879868 95 7,,TEMPLE INLAND INC,PUT,
879939 10 6,*,TELETECH HOLDINGS INC,COM,
879939 90 6,,TELETECH HOLDINGS INC,CALL,
879939 95 6,,TELETECH HOLDINGS INC,PUT,
88018T 10 1,,TEMPLETON DRAGON FD INC,COM,
880191 10 1,,TEMPLETON EMERGING MKTS FD I,COM,
880192 10 9,,TEMPLETON EMERG MKTS INCOME,COM,
880198 10 6,,TEMPLETON GLOBAL INCOME FD,COM,
88022F 10 5,,TEMPLETON RUS AND EAST EUR F,COM,
88023U 10 1,*,TEMPUR PEDIC INTL INC,COM,
88023U 90 1,,TEMPUR PEDIC INTL INC,CALL,
88023U 95 1,,TEMPUR PEDIC INTL INC,PUT,
88031M 10 9,*,TENARIS S A,SPONSORED ADR,
88031M 90 9,,TENARIS S A,CALL,
88031M 95 9,,TENARIS S A,PUT,
88033G 10 0,*,TENET HEALTHCARE CORP,COM,
88033G 90 0,,TENET HEALTHCARE CORP,CALL,
88033G 95 0,,TENET HEALTHCARE CORP,PUT,
88033R 20 5,,TENGASCO INC,COM NEW,
880345 10 3,*,TENNANT CO,COM,
880345 90 3,,TENNANT CO,CALL,
880345 95 3,,TENNANT CO,PUT,
880349 10 5,*,TENNECO INC,COM,
880349 90 5,,TENNECO INC,CALL,
880349 95 5,,TENNECO INC,PUT,
88043P 10 8,,TENNESSEE COMMERCE BANCORP I,COM,
88076W 10 3,*,TERADATA CORP DEL,COM,
88076W 90 3,,TERADATA CORP DEL,CALL,
88076W 95 3,,TERADATA CORP DEL,PUT,
880770 AE 2,,TERADYNE INC,NOTE  4.500% 3/1,
880770 10 2,*,TERADYNE INC,COM,
880770 90 2,,TERADYNE INC,CALL,
880770 95 2,,TERADYNE INC,PUT,
880779 AV 5,,TEREX CORP NEW,NOTE  4.000% 6/0,
880779 10 3,*,TEREX CORP NEW,COM,
880779 90 3,,TEREX CORP NEW,CALL,
880779 95 3,,TEREX CORP NEW,PUT,
880890 10 8,*,TERNIUM SA,SPON ADR,
880890 90 8,,TERNIUM SA,CALL,
880890 95 8,,TERNIUM SA,PUT,
880915 10 3,*,TERRA INDS INC,COM,
880915 90 3,,TERRA INDS INC,CALL,
880915 95 3,,TERRA INDS INC,PUT,
881005 20 1,*,TERRA NITROGEN CO L P,COM UNIT,
881005 90 1,,TERRA NITROGEN CO L P,CALL,
881005 95 1,,TERRA NITROGEN CO L P,PUT,
881448 AF 1,,TERREMARK WORLDWIDE INC,NOTE  6.625% 6/1,
881448 20 3,*,TERREMARK WORLDWIDE INC,COM NEW,
881448 90 3,,TERREMARK WORLDWIDE INC,CALL,
881448 95 3,,TERREMARK WORLDWIDE INC,PUT,
88145X 10 8,,TERRITORIAL BANCORP INC,COM,
881451 10 8,*,TERRESTAR CORP,COM,
881451 90 8,,TERRESTAR CORP,CALL,
881451 95 8,,TERRESTAR CORP,PUT,
88146M 10 1,,TERRENO RLTY CORP,COM,ADDED
88157K 10 1,*,TESCO CORP,COM,
88157K 90 1,,TESCO CORP,CALL,
88157K 95 1,,TESCO CORP,PUT,
881609 10 1,*,TESORO CORP,COM,
881609 90 1,,TESORO CORP,CALL,
881609 95 1,,TESORO CORP,PUT,
88162F 10 5,*,TETRA TECHNOLOGIES INC DEL,COM,
88162F 90 5,,TETRA TECHNOLOGIES INC DEL,CALL,
88162F 95 5,,TETRA TECHNOLOGIES INC DEL,PUT,
88162G 10 3,*,TETRA TECH INC NEW,COM,
88162G 90 3,,TETRA TECH INC NEW,CALL,
88162G 95 3,,TETRA TECH INC NEW,PUT,
881624 20 9,*,TEVA PHARMACEUTICAL INDS LTD,ADR,
881624 90 9,,TEVA PHARMACEUTICAL INDS LTD,CALL,
881624 95 9,,TEVA PHARMACEUTICAL INDS LTD,PUT,
88163V AE 9,,TEVA PHARMACEUTICAL FIN LLC,DBCV  0.250% 2/0,
88164L 10 0,*,TESSERA TECHNOLOGIES INC,COM,
88164L 90 0,,TESSERA TECHNOLOGIES INC,CALL,
88164L 95 0,,TESSERA TECHNOLOGIES INC,PUT,
88164R AA 5,,TEVA PHARMACEUTICAL FIN II L,DBCV  0.500% 2/0,
88164R AB 3,,TEVA PHARMACEUTICAL FIN II L,DBCV  0.250% 2/0,
88165F AA 0,,TEVA PHARMACEUTICAL FIN CO B,NOTE  1.750% 2/0,
88224Q 10 7,*,TEXAS CAPITAL BANCSHARES INC,COM,
88224Q 90 7,,TEXAS CAPITAL BANCSHARES INC,CALL,
88224Q 95 7,,TEXAS CAPITAL BANCSHARES INC,PUT,
88224Q 11 5,,TEXAS CAPITAL BANCSHARES INC,*W EXP 01/16/201,ADDED
882491 10 3,*,TEXAS INDS INC,COM,
882491 90 3,,TEXAS INDS INC,CALL,
882491 95 3,,TEXAS INDS INC,PUT,
882508 10 4,*,TEXAS INSTRS INC,COM,
882508 90 4,,TEXAS INSTRS INC,CALL,
882508 95 4,,TEXAS INSTRS INC,PUT,
